credit_level,etc_amt,sa_amt,sbyb_amt,sjyh_amt
-1,0,0,0,507000
-1,0,0,390,0
60,0,91004.36,0,0
60,0,3586.2200000000003,0,0
-1,0,0,0,0
-1,0,4213.56,0,0
60,0,8763.97,0,0
60,231.71999999999997,0,0,0
60,0,27451.49,390,25400
70,0,840040.83,0,71288.15
60,0,61965.24,0,524235.23000000004
70,0,21918.440000000002,0,0
60,258.82,31128.64,0,833428.72
70,0,29318.92,0,0
70,0,0,39500,0
-1,0,135709.27999999997,0,81313
70,127.47999999999999,13654.599999999999,0,0
60,0,0,390,40000
60,0,1249013.8699999999,0,18950
60,1026.31,477073.14,0,312814.08
70,0,62000,0,0
60,5304.2300000000005,23129.1,390,16900
60,0,0,0,0
60,0,4853.39,0,0
70,0,217898.56999999998,0,2700
-1,1847.0300000000002,16.24,89500,0
70,0,2901666.92,89000,828870
60,0,58091.51,35390,0
60,0,22287.24,0,1450
-1,2075,821631.7900000002,0,77382
-1,0,39357.920000000006,457240,0
60,0,180150.9,0,0
70,0,0,0,0
60,0,5550.27,0,0
70,0,17448.38,0,0
60,0,0,0,0
60,0,0,0,0
85,0,0,0,0
60,0,15875.32,0,0
60,0,3103.95,0,0
-1,167.19999999999993,0,0,0
-1,0,0,0,0
60,0,91098.94999999998,0,80000
-1,238.04000000000002,48511.119999999995,0,0
70,0,0,0,0
-1,0,0,0,0
60,0,44000,0,0
60,0,560000,0,0
60,0,42471.88,0,0
60,0,48870.91,0,18200
-1,0,1205104.35,0,0
-1,0,0,0,5084.99
60,0,10197.999999999993,390,5290
60,161.28,1413464.36,0,246700
-1,0,14693.109999999999,0,174291.94
-1,0,37613.45999999999,0,0
60,0,600000,0,0
60,0,0,0,253300
-1,178.41000000000003,28275.630000000005,0,0
60,277.65999999999997,2326.63,0,664000
60,0,0,390,0
60,1810.8499999999995,22053.690000000002,390,31600
60,0,0,39000,0
85,0,20813.08,39000,0
60,313.13,101591.81,39000,90000
60,0,388707.73000000004,0,0
60,0,0,0,0
60,0,0,0,0
60,0,3982.5,0,102283.33
-1,0,39040.810000000005,5651.6,0
35,0,0,390,0
-1,0,142817.81999999998,758170,15392.79
-1,0,64130,0,0
70,296.1700000000001,27684379.009999998,889331,1409483
60,3381.3700000000013,1258260.2799999998,0,481530
60,0,1051702.3799999994,390,50000
-1,0,399761.89999999997,0,86162.6
60,90.78999999999999,105254.83000000019,0,110000
60,0,0,0,0
60,4996.940000000005,256723.41000000003,35000,320195
60,0,0,0,0
60,0,0,0,0
70,279.3,0,0,0
60,100.7,1801638.659999999,1390,269880
70,0,7200.22,0,0
60,53.2,20937.81,0,46655
70,0,36866.4,0,38242.32
60,196.64999999999995,9354.39,0,0
-1,0,81913.98999999999,390,952048
70,0,0,0,0
60,0,695494.03,39000,0
-1,0,341995.14,0,0
70,0,0,0,0
70,359.59999999999997,8423.17,0,0
-1,63.38,222054.36000000002,39500,144167.6
-1,0,12470.16,39000,0
60,1085.9600000000003,7243.59,0,50000
-1,0,101735.46000000002,0,0
60,0,0,0,100000
70,0,0,0,0
-1,0,3287.01,390,0
60,0,0,0,0
60,26.6,0,0,12500
-1,0,45890.78999999999,0,0
60,0,0,0,0
70,0,104522.52000000002,949251,10708
60,1853.3399999999997,326485.52,0,802818
60,0,11685.599999999999,741280,0
60,19,33486.83,0,10000
50,0,0,0,0
-1,0,78017.2,0,200
60,0,110362.51,0,0
60,203.89999999999998,0,0,0
60,0,0,0,3000
60,3052.199999999999,163.34,0,25000
60,0,7569.860000000001,1000,0
60,0,2000,0,0
60,0,8150.53,39000,0
60,0,9863.119999999999,0,0
60,0,498828.17,0,52945
-1,0,202257.00000000003,500,165766
60,0,157557.22,0,4413.5
60,116.98,61957.399999999994,390,0
60,0,18861.66,39000,40000
60,0,0,0,0
60,0,0,0,0
60,0,0,0,0
70,0,7849.58,0,0
60,0,483.04,0,175000
60,0,408398.99,0,38147.57
60,0,91992.08999999998,904198.5,14325
-1,0,9045.919999999998,390,0
60,0,0,0,0
60,0,0,0,0
60,0,0,0,0
60,1052.76,582135.9099999999,390,0
60,0,628266.4,0,0
-1,0,0,0,48000
70,0,65311.560000000005,0,0
60,0,0,0,0
70,0,0,390,0
85,382.94,227924,0,0
70,0,0,0,80
60,0,158015.28,0,2747.71
60,0,90,0,0
60,0,4000,0,0
60,0,1082614.47,390,535633.26
60,0,0,0,0
-1,0,253079.34,0,75350
60,0,141829.37,390,0
70,0,16663.2,39500,10000
60,275.84999999999997,2479257.81,0,625120
70,808.7800000000001,6443.9400000000005,39000,63454
60,2276.44,13432.19,0,0
-1,0,4203.409999999999,39500,0
60,0,13026.119999999999,39000,33521
60,0,5685.02,1000,300
60,0,19583.42,0,0
60,0,670.73,0,0
60,0,0,0,0
60,0,6149.83,0,0
60,0,8.3,0,60440
-1,0,4.85,390,63040
60,0,0,390,0
70,0,0,0,0
60,0,141790.69000000003,679596.5,0
60,212.04,131365.96,0,0
-1,0,0,0,0
60,186.19999999999996,172114.56999999992,0,42200
-1,0,106451.15,0,0
60,0,36986.4,1079659.6,0
85,0,0,0,0
60,0,184597.52000000002,0,225505.75
70,0,25127.2,0,0
60,0,14431.04,0,0
60,0,26029.730000000003,0,0
60,0,45320.19,0,4846.32
60,0,1065146.4,0,40800
60,15.2,49386.96000000001,0,23877.02
60,0,5966.11,0,0
60,0,402017.83999999997,0,233662.76
70,0,0.99,0,0
60,0,0,0,0
60,0,0,0,0
70,0,0,0,0
-1,0,0,0,0
70,0,20302.38,0,0
-1,0,50996.83,0,0
60,0,230247.08000000002,0,4380
60,0,16157.67,0,0
-1,0,6437.16,0,0
60,192.35,3687.83,0,27022.85
60,474.86,989.8400000000003,390,1000
60,0,2809,390,0
60,0,0,0,3941
70,0,0,890,0
60,0,103570.60999999996,0,0
60,1213.24,143630.22,0,0
-1,19,624493.6899999998,0,43380
70,0,8474.64,390,0
60,0,12360.260000000002,390,0
60,0,2476,0,0
70,0,12597.83,56779,0
-1,673.64,10895.34,0,0
85,0,7725.8,304920,0
-1,0,25220.440000000002,390,10000
-1,0,1999.82,0,0
-1,612.7400000000001,42474.079999999994,0,83053.09
60,0,10802.880000000001,39500,0
-1,2739.7299999999987,4984167.08,0,1206075.55
60,458.45,342652.6,39000,55328
70,0,0,0,0
60,0,0,0,20022.23
70,0,1170585.0999999999,39000,0
60,0,69449.37000000001,0,0
70,0,3266.81,0,0
-1,0,111392.89,0,0
-1,0,12050,390,0
70,1485.9199999999998,17978.2,0,79900.6
60,0,35486,0,83000
60,20.72,3908.5,0,0
60,0,8454.47,0,0
60,0,0,0,462547.92
60,0,0,39000,0
-1,0,8595.800000000001,0,0
60,1443.97,15627.919999999998,0,0
60,331.58,15930.79,0,0
-1,0,24988,0,0
60,0,24574.239999999998,0,4200
60,0,0,0,0
-1,1774.3499999999997,205175.56000000003,0,0
60,7022.7900000000145,19404.36,0,12727.83
60,0,497437.7899999999,726078.5,7800
60,0,18484.43,0,0
-1,0,2032.8000000000002,1025251,0
60,0,0,39000,0
60,0,25282.8,890091,51380
-1,0,0,0,0
-1,0,12821.08,0,0
70,0,7233.07,0,0
60,0,246330,0,0
70,0,124666.25,39000,0
60,0,0,390,0
-1,0,666401.46,0,27976
85,0,6924,390,2900
-1,0,942117.9700000001,390,0
-1,0,62792.88,0,0
60,0,170610.82,0,1533.23
60,0,61471.41000000002,390,0
60,0,91781.90000000001,813331,9600
60,624.38,25728,0,143553.40000000002
60,0,11309.73,0,0
60,0,66628.93999999999,0,0
60,0,41786.5,0,300
70,0,6179.699999999999,0,2110
70,0,1352.0299999999997,39000,1611.92
-1,0,0.02,0,0
60,1066.0000000000002,174051.33,39000,30000
85,0,889678.6399999998,0,116836.95000000001
60,0,986007.79,0,1040644
60,0,40976.240000000005,0,0
70,0,13604.28,0,0
60,0,0,0,0
85,0,3233.28,0,0
60,0,0,39000,0
-1,0,0,39000,0
60,0,0,0,0
70,0,0,0,0
60,0,18099.66,0,0
60,0,0,0,0
60,850.9500000000006,1182830.8600000003,0,91013
60,0,189703.49,0,0
60,0,881882.8600000001,0,183608.64
70,0,1.18,0,0
60,0,871064.84,0,275000
-1,0,40000,0,0
70,0,0,0,120000
60,0,2090,0,0
70,0,0,0,0
-1,0,0,0,0
60,200.32,233224.95,39000,28842
-1,0,58196.83,0,168862
60,588.4600000000007,329583.6700000004,0,920444
60,0,0,0,1110
60,0,1,0,0
60,0,0,0,0
70,0,23816.78,0,0
60,0,0,0,0
60,0,19633.02,0,0
60,0,0,0,0
60,0,9600.78,0,0
-1,0,0,390,0
-1,403.14,104649.51000000001,0,0
70,0,6247.6,390,0
60,2562.5399999999995,19800,0,0
-1,0,0,39000,0
60,0,4836.219999999999,39000,0
85,0,55410.54,0,49100
60,0,0,0,82000
70,0,30,0,0
70,0,0,0,0
85,0,0,0,0
60,73.19,63363.61000000001,0,26800
70,971.4300000000001,0,0,0
50,0,0,0,0
60,0,60790.38999999996,0,77504
85,0,0,0,25
60,227.36,23416.22,0,0
60,0,0,0,0
60,0,11000.699999999997,0,0
60,0,57746.62000000001,0,0
60,0,0,0,0
70,0,4440.449999999999,0,0
-1,0,31065.190000000002,0,0
-1,0,8102.860000000001,0,0
70,0,23568.9,0,0
70,0,0,0,14900
60,0,18559.53,0,15800
70,0,0,0,0
50,0,42849.93,0,0
70,83.15,162711.19000000012,0,22800
-1,0,12661.35,0,120000
-1,0,20249.91,0,16600
60,0,84,0,0
60,330.26,19675.53,0,1365.49
60,0,70402.77000000002,0,0
70,0,0,390,0
60,232.66,94243.82,0,69639.31
60,0,83269.30999999998,0,449948.33
60,0,0,390,0
60,0,0,0,0
70,0,5000,0,48000
-1,758.4000000000005,27730.010000000002,0,0
60,0,0,39000,0
-1,0,17832.989999999998,0,0
60,0,613547.85,658840,0
60,0,9044.27,4891.6,0
60,0,0,0,0
70,0,0,0,0
-1,0,11221.619999999999,0,0
60,4474.070000000002,26604.63,0,0
-1,1454.5099999999995,2094188.94,0,2349680
85,0,0,0,0
70,0,88618.42999999998,0,388817.78
60,0,16501.92,39000,4630
60,0,8086.82,0,0
60,0,20855.600000000002,0,0
70,0,1529889.24,0,184636.8
70,201.31,35226.85,0,0
-1,0,68560.88,390,9245
-1,861.5200000000002,22233.889999999996,949251,0
-1,0,359467.57,39000,1500
60,299.52,18000,0,0
70,0,0,390,0
60,0,459028.42,390,170000
60,0,46405.19,0,0
60,0,5000,0,0
60,0,1271772.21,0,4000
60,0,1000,39000,0
60,0,1000,0,0
60,2829.1499999999996,885678.49,0,253043
60,0,0,39000,0
70,0,3.4,390,0
60,0,3412.17,0,0
60,0,1305.3700000000001,0,279560.08999999997
-1,0,0,0,0
60,351.86,58296.26999999984,0,43500
60,0,0,0,0
60,179.54999999999998,403421.1099999999,0,0
60,0,389973.12,39000,0
60,2579.4299999999994,80054.12,0,13000
-1,79.53,79752.59,0,116106
60,0,0,0,0
60,0,31567.880000000005,390,0
70,0,9297,0,0
60,0,1208084.6400000001,0,6000
60,0,92769.69,35000,0
-1,0,7617.28,0,0
60,0,0,0,0
60,0,0,39000,0
60,0,0,0,0
60,0,0,0,0
60,160.35,0,0,17800
60,344.58000000000015,36529.58,0,12000
-1,0,0,0,0
60,0,17196.94,390,0
70,0,44159.62,390,50
60,0,81731.93000000001,39000,151590
60,640.53,104304.36,0,0
60,500.26,98214.69,39000,0
70,0,0,0,0
-1,422.48,1050,0,0
60,0,12236,0,10737.73
-1,0,519829.8,0,0
60,0,31593.01000000001,390,0
70,0,431508.89,0,100673.23
70,0,580,0,0
60,0,6686.719999999999,39000,110000
60,0,433.88,39000,0
60,0,317287.95999999996,0,2186
60,0,2400,0,0
60,0,13604.460000000003,0,0
70,126.93999999999998,1422279.46,0,33495.07
70,0,23016.18,390,0
50,0,0,0,0
60,0,4787.46,0,0
-1,0,118063.68000000001,390,40665
60,0,0,0,0
60,0,1137589.0099999998,0,177000
70,0,0,0,0
60,731.85,0,0,0
60,420.96000000000015,1091.41,0,172500
70,2045.8899999999999,0,0,0
60,0,241295.78,0,136100
60,0,34.31,0,120000
-1,0,21607,0,20100
60,0,134142.39,0,96512
60,0,82290.13,0,16087
-1,0,0,0,0
-1,0,16383.92,0,40000
60,0,0,0,0
-1,0,4292.13,0,405.06
60,0,111815.58000000002,515326.5,107644
60,0,536223.72,0,118000
70,554.9,4890.0599999999995,0,0
-1,0,21505.1,390,0
85,0,0,0,0
-1,705.4800000000001,1559.5800000000002,333213,0
60,0,0,0,14150
60,0,0,0,0
60,0,10942.829999999998,0,172000
60,0,13144.02,0,0
-1,0,1875.65,0,0
60,0,514221.1499999999,0,500
60,283.61,18703.45,0,0
70,0,0,0,0
60,0,11097.92,0,0
60,0,5013.24,0,0
60,0,3177.86,0,470
60,0,0,0,104580
-1,0,68318.28,0,1953.15
60,90.53,758.6700000000001,0,40300
60,0,2184901.48,0,178786.31
60,0,0,0,0
60,0,0,0,0
60,0,4179.36,0,0
60,0,4000,0,0
-1,0,2282.19,390,0
70,0,0,0,0
60,0,19433.670000000002,0,8357
60,0,0,0,0
70,0,8450.45,0,21821
-1,0,0,0,0
70,0,8711.299999999997,0,0
60,0,0,0,0
60,1200.34,34.44,0,33878.34
60,0,17531.15,390,0
70,0,24331.15,0,0
-1,0,1984.75,390,0
-1,0,11744.29,0,0
60,0,264.33000000000004,0,302.27
-1,0,10989.62,0,0
60,0,0,0,0
60,0,18629.28,0,0
60,0,376435.74,0,23257.82
-1,0,1098936.8,0,0
60,0,0,39000,0
70,0,175.6,0,0
70,0,0,0,0
60,0,21579.82,0,18173.72
70,0,0,0,0
60,0,194513.78999999992,0,171272
60,0,157616.26999999996,0,0
60,0,0,390,0
-1,0,0,0,0
60,0,200738.33000000002,0,0
60,145.26,208.7,0,0
60,0,3583.91,0,200
60,0,10000,0,0
60,0,21452.839999999997,0,0
60,0,20929.35,0,0
70,0,1999438.9200000002,0,556050.04
60,0,0,0,0
70,0,0,0,0
-1,2774.2299999999996,134899.43000000008,0,488314.51
70,0,0,0,0
70,0,0,0,0
60,0,302416.07,0,0
60,0,4765.02,0,0
-1,0,0,0,0
70,0,420622.2799999999,390,59500
60,0,156162.4,0,79213
60,0,14224.65,0,296566.22
60,0,35400.82,0,0
70,599.21,13256477.09,39000,2882332
60,0,0,0,0
-1,690.42,3185780.6400000006,390,466437.37999999995
60,0,0,39000,0
60,0,60087.18000000001,0,102224.65000000001
60,0,13115.77,0,0
60,0,700956.48,0,0
60,0,63615.91999999999,0,0
60,0,228156.86000000002,0,90944
60,0,1162715.01,0,0
-1,0,6752.32,0,0
-1,0,0,0,0
60,0,16987.53,0,181367
60,840.84,54959.78999999999,0,55
60,0,0,0,0
60,0,23805.440000000002,0,0
60,0,12361.79,0,15952
60,0,57290.84,0,226239.46
60,0,0,35000,0
60,0,3509.8500000000004,0,0
85,0,0,0,0
70,0,0,0,0
60,0,0,0,0
60,0,252406.97000000003,0,25853
60,0,0,0,0
35,0,0,39000,0
-1,1020.0600000000001,81162.44999999998,0,52739
70,0,0,0,0
60,324.61000000000007,6563.38,0,0
70,349.28,51433.34,0,16000
-1,0,1312931.11,0,497535.73
-1,0,0,0,0
60,0,23366.17,0,0
60,1949.46,114021.71999999999,39000,600
60,140.59999999999997,38341.380000000005,604937,21070.34
60,226.54999999999995,22464.18,0,0
60,0,5180.35,390,0
60,0,0,0,0
70,0,19400,0,0
60,0,2386,0,0
60,0,5087.95,0,50193
60,0,113883.89,0,0
70,0,1046.4,39000,0
60,0,1179.42,0,0
60,0,737.6999999999999,39000,0
85,0,7133.8,39000,0
60,0,82598.87,39000,0
60,0,15482.8,0,0
70,0,1507.6,39000,0
70,0,1690.6,39000,0
85,0,972.8,39000,0
70,0,1032.8,39000,0
70,0,156265.11,39000,0
60,0,2681.66,0,0
-1,0,2006.6,39000,0
-1,0,0,0,0
70,0,16455.32,0,0
85,0,142639.8,39000,0
70,0,0,390,0
-1,0,59802.08000000001,390,0
85,0,12048.2,39000,0
-1,0,357.5,39000,0
-1,0,369215.5,39000,0
-1,0,1993.4,39000,0
60,0,8468.1,390,0
85,0,6273.34,39000,0
85,0,499326.59,0,355000
-1,0,54208.58,0,0
-1,0,271213.57,39000,0
60,0,609933.9899999999,390,0
-1,0,22,39000,0
-1,411.94,18650.239999999998,0,6180
85,0,13472.8,39000,0
70,0,3004,50000,0
60,0,17359.4,39000,0
60,0,219803.41,39000,71000
60,0,103888.88,39000,0
60,0,0,0,0
85,0,1462,39000,0
70,0,7739.9,39000,0
-1,0,1191,39000,0
-1,0,432897.47,39000,110000
70,0,1206.2,390,0
85,0,1778.4,39000,0
70,0,519763.46,0,0
-1,0,3052.4,39000,0
60,0,762.6,39000,0
70,4593.56,1466.1299999999999,39000,0
70,0,461.4,39000,0
60,0,3212.54,39000,89750
70,0,580.2,39000,0
60,0,31603.960000000003,749358.5,0
85,0,568.2,39000,0
-1,0,670.8,39000,0
70,0,4230.4,39000,0
-1,0,462.8,39000,0
70,0,1637.6,39000,0
85,0,1333,390,7300
85,0,31336,39000,0
60,0,515.8,39000,0
60,0,4500,26380960,0
85,0,1404.46,39000,0
70,0,480.2,39000,0
70,0,657.8,39000,0
60,0,1392.4,390,0
70,0,13496.8,39000,0
70,0,154854.84,39000,0
70,0,19255.89,0,50000
-1,0,10385.7,0,0
70,0,18556.6,390,27000
70,0,22895.77,0,0
70,0,489.6,39000,0
70,0,17391.6,67360,0
-1,0,0,0,0
60,0,111860.59999999999,0,23778
60,0,17908.57,39000,0
70,0,1026.4,39000,0
60,0,0,39000,0
-1,0,2061.6,39000,0
-1,0,12000,139000,0
70,0,1471.4,39000,0
60,0,131894.75999999998,0,0
-1,0,707.0999999999999,39000,0
60,0,979.6,0,0
70,0,2071.8,39000,0
60,0,3777.51,39000,0
-1,0,525.2,39000,0
85,0,471.4,39000,0
85,0,0,300390,0
-1,0,1016.8,39000,0
70,0,1270.6,39000,0
60,0,16037.099999999999,39000,0
60,0,3392.67,39000,0
70,0,16886.600000000002,39000,0
70,0,1182678,39000,0
85,0,12454.86,39000,0
60,0,236632.93999999997,452182,0
-1,0,72275.5,39000,0
85,0,5145.2,39000,0
85,0,1351,39000,0
70,0,821,39000,0
70,0,470.6,39000,0
-1,0,5250,295128,0
85,0,0,0,0
60,0,0,0,0
70,0,0,0,0
60,0,22590.26,0,17200
60,0,11339.43,39000,0
-1,0,50670.8,39000,0
60,0,13191.54,39000,0
70,0,248.9,39000,0
-1,0,10886.89,39000,0
70,0,4386,39000,0
85,0,983,39000,0
85,0,16727.8,39000,0
70,0,134,39500,0
-1,0,0,0,0
70,0,470.6,39000,0
-1,0,531.4,39000,0
70,0,13131.599999999999,39000,0
-1,0,483.4,39000,0
70,0,481.8,39000,0
70,0,11024.2,0,0
85,0,487.6,39000,60000
-1,0,1396,39000,0
60,0,1485.47,39000,0
70,0,0,0,0
-1,0,366.1,39000,0
-1,0,0,39000,0
-1,0,3447.2,202470,0
70,0,504.4,39000,0
70,0,471.8,39000,0
60,0,65922.93,390,0
60,0,208507.4,39000,100580
60,0,11513.18,0,0
85,0,887.3900000000001,39000,0
85,0,5500,39000,0
-1,0,3875.6,39000,0
70,0,2547.4,0,0
60,52.71000000000001,11054.15,39000,0
60,0,2863.6,0,0
-1,0,1537678.6099999999,39000,6800
85,0,2632.8,39000,0
60,0,755831,39000,36000
85,0,470.4,39000,0
70,0,491.62,39000,0
-1,0,21221.199999999997,39000,0
60,0,30083.07,0,0
60,0,11878.170000000002,39000,35000
85,0,21600,199000,0
70,0,0,390,0
60,0,22601.4,39000,0
70,0,471.6,39000,0
85,0,0,0,0
70,0,466.2,39000,0
-1,0,59675.97,0,0
60,0,115959.05,0,0
70,0,466.4,39000,0
60,0,1500,39000,0
60,0,8440.900000000001,39000,0
70,0,6538.6,39000,0
-1,0,2988.6,39000,0
85,0,12173.169999999996,408864,0
60,705.04,7589.2,0,600000
60,0,542.6,39000,0
85,0,0,0,0
60,0,761.2,39000,0
85,0,95,390,0
70,0,17286.39,0,0
-1,0,4559.9,39000,0
70,0,1163238.0599999998,390,0
85,0,8710.8,0,0
85,0,194561.01,39000,0
85,0,0,250000,0
70,0,21759.39,390,0
-1,0,641.8800000000001,39000,0
85,0,7297.7,39000,0
85,0,934.8,390,0
70,0,484.4,39000,0
60,0,424.6,39000,0
-1,0,463.8,390,0
85,0,5180134.67,39000,2861200
60,0,226037.53999999998,39000,0
60,0,48723.2,39000,0
85,0,569,39000,0
70,0,2188.6000000000004,390,0
85,0,472.8,39000,0
-1,0,979141.03,0,0
-1,0,7036,39000,0
60,0,2466.6,0,0
60,0,2697,39000,0
60,0,480.2,39000,0
60,0,0,390,0
-1,0,525.6,39000,0
70,0,10242.2,0,0
60,0,42724.399999999994,39000,160000
70,0,32003.8,410064,0
60,0,1537.1999999999998,39000,0
70,0,2020.6,39000,0
-1,2493.29,1416705.9,0,291248
60,0,603042.25,39000,0
70,0,467,39000,0
85,0,19184,39000,0
60,0,304587.19999999995,39000,0
85,0,0,39000,0
-1,0,488.8,39000,70300
-1,488.8500000000001,86078.95000000001,0,20000
85,0,20000,389000,0
70,0,0,39000,0
85,0,503.4,39000,0
70,0,50,0,0
-1,0,13245.159999999996,339000,0
-1,0,520.4,39000,0
85,0,552.4,39000,0
85,0,545.4,39000,0
-1,0,26235.059999999994,909050,0
85,0,126,39000,0
70,0,15020,1450390,0
85,0,800,390,0
85,0,0,0,0
60,0,700.6,39000,0
-1,0,0,50000,0
85,0,1472.1999999999998,390,0
60,0,64382.8,390,0
70,0,0,1450000,0
85,0,9018.7,39000,0
60,0,1689.4,39000,0
85,0,448,39000,0
85,0,12155.699999999999,50390,0
85,0,1405.3,39000,0
-1,0,0,0,0
85,0,22132.6,271744,0
70,0,2000,390,0
85,0,2479.8,0,0
85,0,93577,39000,0
60,0,1141.7,39000,0
-1,0,14453.710000000001,673530,0
60,0,98370.15,39000,0
85,0,739.4,39000,0
60,0,545,390,0
70,0,6693.200000000001,388840,0
85,0,2715.7,39000,0
70,0,3576.9700000000003,39000,0
85,0,206,39000,0
-1,0,1390.5,39000,0
60,0,10000,39000,0
85,0,7586.7,39000,0
85,0,1235.5,89000,0
-1,7839.490000000001,6855.710000000001,623450,0
60,0,10622.43,39000,0
60,0,74469.54999999999,408864,0
70,0,233.6,39000,0
70,0,1569,350000,0
85,0,0,39000,0
85,0,0,39000,0
70,0,5371.2,39000,0
70,0,400,39000,0
60,0,269.1,39000,0
60,0,311.7,39000,0
-1,0,4027.5,0,0
60,0,0,39000,0
-1,0,0,39000,0
85,0,3784,39000,0
70,0,947.47,0,0
85,0,233.2,39000,0
60,0,81167.33,390,0
85,0,41978.299999999996,39000,0
70,0,5514.5,89000,2000
70,0,711.8,39000,0
70,0,674,39000,0
60,0,61,39000,0
-1,0,41548.79,340304,0
70,0,4695,39000,0
-1,0,2000,39000,0
60,0,1216,39000,0
60,0,76,39000,0
70,0,0,39000,0
60,0,0,39000,0
70,0,1000,39000,0
85,0,800,119000,0
60,0,1561,89000,0
-1,0,162913.4,173720,0
70,0,214993.94000000003,39000,0
70,0,0,0,0
60,0,358156.07999999996,564484,142500
85,0,57,39000,0
-1,0,83,39000,0
60,0,18720.21,390,0
-1,0,32,89000,0
70,0,0,39000,0
85,0,0,39000,0
70,0,2032.8000000000002,813331,0
60,0,0,0,0
-1,0,0,39000,0
-1,0,0,39000,0
70,0,16310.88,39000,0
-1,0,1052,39000,0
85,0,3819.41,478201,0
-1,0,2518.34,39000,0
70,0,3624,39000,0
85,0,500,89000,0
70,0,40247.6,39000,0
60,0,13126.8,39000,0
85,0,0,390,0
70,0,1000,100390,0
70,0,0,1450000,0
85,0,0,0,0
70,0,5840.02,89000,0
60,0,6537.2,0,0
60,0,0,39000,0
85,0,627.4,39000,0
70,0,0,0,0
85,0,0,39000,0
70,0,157960.94999999998,0,0
85,0,39718.2,403240,0
-1,0,0,0,0
70,0,15663.109999999999,0,0
85,0,15108,300000,0
60,0,28635.3,39000,0
-1,0,252,39000,0
70,0,4189,39000,0
60,0,1679.21,50000,0
-1,0,0,189000,0
-1,0,103,139000,0
60,0,24590.7,339200,25460
85,0,1000,189000,0
70,0,0,39000,0
85,0,1250,39000,0
85,0,0,39000,0
70,0,1500,3390,0
-1,122.41999999999999,70527.92,0,80620
-1,0,54660.869999999995,39000,54000
85,0,14139,39000,0
60,0,232,39000,0
60,0,3910.2,390,0
70,0,7280,0,0
-1,0,4997,39000,0
85,0,0,39000,0
-1,0,122,39000,0
70,0,118,39000,0
85,0,197,39000,0
60,0,0,39000,0
-1,0,0,39000,0
70,0,0,0,0
70,0,1000,0,0
60,0,523.13,39000,0
70,0,0,39000,0
-1,0,0,1499720,0
70,0,3891.1000000000004,0,0
70,0,1500,189000,0
85,0,53.12,0,0
-1,0,0,0,0
60,0,5939.11,0,0
70,0,500,89000,0
70,0,1000,89000,0
60,0,0,39000,0
-1,0,0,39000,0
-1,0,0,0,0
60,0,127,39000,0
60,0,1347.2,173720,0
-1,0,184,39000,0
85,0,0,0,0
60,0,1149,139000,0
85,0,20720.239999999998,35390,0
85,0,18916.91,0,0
70,0,554744.9100000001,289000,0
60,0,1520,0,0
85,0,24859.62,50000,0
60,0,166785.78000000003,0,0
-1,0,456,39000,0
85,0,0,39000,0
70,0,0,200000,0
70,0,0,192200,0
70,0,7541.48,631246,0
70,0,60.040000000000006,289000,0
70,0,0,0,0
60,0,241780.91999999998,119000,0
70,0,135,39000,0
60,0,13183.539999999999,139000,0
60,0,8347.2,393080,0
85,0,7944.48,39000,0
85,0,0,0,0
70,0,0,39000,0
70,0,1232581.2899999998,897520,403900
60,0,326542.6,39000,500
85,0,2312.3199999999997,39000,0
70,0,22310,50390,0
60,0,153,39000,0
70,0,0,150000,0
60,0,0,0,100000
-1,0,14223.119999999999,39000,50100
-1,0,44643.6,393080,55000
70,0,3311.4,39000,0
85,0,0,39000,0
60,0,3024,139000,0
60,0,11000,39000,0
-1,0,0,1400000,0
85,0,4000,39000,0
60,0,21178,390,0
70,0,28518.870000000003,0,0
85,0,41070.96999999999,0,0
-1,0,0,0,0
60,0,32631.55,714160,0
70,0,120,39000,0
85,0,6742.200000000001,393080,0
-1,5600.529999999998,4564.6900000000005,39000,0
70,0,46,139000,0
60,0,39471.520000000004,39000,0
85,0,929,39000,40002
60,0,198,390,0
60,0,36000,39000,0
-1,20921.63000000001,25143.07,0,25217
-1,0,5646.02,89000,0
85,0,0,350390,0
-1,0,0,0,0
-1,0,85.8,39000,0
70,1182.1999999999998,44.91,1235160,0
85,0,0,89000,0
70,0,15145.3,0,0
60,0,52559.32,89000,0
70,1400.9499999999991,30056.25,39000,0
60,0,4404786.329999999,0,0
60,0,486364.66000000003,89000,380000
85,0,15437.46,390,0
-1,0,0,39000,0
85,0,9000,89000,0
85,0,0,39000,0
70,0,20839.84,39000,0
70,0,39254.2,0,121000
70,0,0,339000,0
-1,0,0,39000,0
-1,0,6716,39000,0
-1,0,0,0,0
-1,0,69800,39000,0
-1,0,0,40989,0
-1,0,294,39000,0
-1,77.9,908598.6,1071840,64617
70,0,196,39000,0
85,0,300,289000,0
-1,0,5500,39000,0
70,0,0,0,0
60,0,735.6700000000001,39000,0
-1,0,15252,39000,0
-1,0,0,39000,0
60,0,0,39000,0
85,0,1300,39000,0
60,0,0,39000,0
85,0,0,390,0
85,0,61,39000,0
70,0,24537,89000,0
-1,0,1000,89000,0
85,0,3685.41,390,0
60,0,1000,39000,0
70,0,0,0,0
-1,0,4698.560000000001,78744,0
70,0,0,150000,0
-1,0,5000,39000,0
60,0,126,390,0
70,0,79,39000,0
70,0,124256.06999999999,6948,0
60,0,0,0,0
70,0,1350,39000,0
60,0,17556.5,0,0
